Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
District of Columbia,2020,41,10/10/2020,146,123,,24,,,,,0,,,26,13,14,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
District of Columbia,2020,42,10/17/2020,118,103,,22,,,0,,,0,0,18,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,43,10/24/2020,105,90,0,23,,,,,0,,0,21,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,44,10/31/2020,128,113,,24,,,,,0,,,33,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,45,11/7/2020,137,111,,27,0,,,,,0,0,31,11,12,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
District of Columbia,2020,46,11/14/2020,130,107,,22,,,,,,0,0,25,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2020,47,11/21/2020,135,122,,21,,,,,,,0,30,,16,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2020,48,11/28/2020,119,104,,25,,0,,,,,,17,,15,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,49,12/5/2020,153,134,,26,,,0,,,0,,34,11,20,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
District of Columbia,2020,50,12/12/2020,175,150,,21,,,,0,0,,,47,,21,19,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,51,12/19/2020,144,132,,21,,0,0,,,,,36,,34,28,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,52,12/26/2020,165,146,,24,,,0,,,,,33,,40,36,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,53,1/2/2021,178,169,,21,,,,,0,,,39,10,36,33,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
District of Columbia,2021,1,1/9/2021,173,148,,25,,0,0,,0,,,37,,36,33,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2021,2,1/16/2021,167,153,,25,,,,,,,,40,,40,28,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2021,3,1/23/2021,159,135,,20,,,0,,,,,40,10,34,20,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
District of Columbia,2021,4,1/30/2021,177,161,,21,,,0,,,,,39,,49,41,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2021,5,2/6/2021,162,139,,23,,0,,,0,,,21,13,42,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
District of Columbia,2021,6,2/13/2021,150,137,0,25,,0,,,,,10,38,,31,18,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2021,7,2/20/2021,167,151,,25,,,,,,,10,35,,23,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2021,8,2/27/2021,142,136,,21,,,0,,0,0,18,24,,29,24,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
District of Columbia,2021,9,3/6/2021,132,123,,24,,0,0,,,,11,24,,22,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2021,10,3/13/2021,121,112,,22,0,,,0,0,,12,21,,13,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2021,11,3/20/2021,141,128,,19,,0,,,,,12,38,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2021,12,3/27/2021,129,116,,25,,0,,,0,0,21,23,,12,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
District of Columbia,2021,13,4/3/2021,103,91,0,18,,0,0,,,0,18,,,14,12,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
District of Columbia,2021,14,4/10/2021,116,111,,22,,,,,,0,19,20,,13,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
District of Columbia,2021,15,4/17/2021,67,61,0,14,,0,,0,,0,,12,,10,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2021,16,4/24/2021,43,40,0,,0,,,,,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,1,1/4/2020,4341,3928,60,873,136,127,87,265,59,75,54,1014,277,0,0,,,,,,,,,,,,,,,
Florida,2020,2,1/11/2020,4410,3997,54,894,132,124,87,287,63,55,59,1023,317,0,0,,,,,,,,,,,,,,,
Florida,2020,3,1/18/2020,4385,3992,54,867,121,129,76,287,66,72,73,1000,344,0,0,,,,,,,,,,,,,,,
Florida,2020,4,1/25/2020,4387,4012,54,929,124,144,91,282,55,66,65,1003,301,0,0,,,,,,,,,,,,,,,
Florida,2020,5,2/1/2020,4419,4034,56,889,153,141,76,268,66,69,74,993,312,0,0,,,,,,,,,,,,,,,
Florida,2020,6,2/8/2020,4385,4012,47,878,160,142,79,255,65,76,63,1062,289,0,0,,,,,,,,,,,,,,,
Florida,2020,7,2/15/2020,4358,3952,54,884,131,122,87,285,65,77,53,1021,297,0,0,,,,,,,,,,,,,,,
Florida,2020,8,2/22/2020,4416,3975,66,925,136,126,80,252,61,68,64,956,327,0,0,,,,,,,,,,,,,,,
Florida,2020,9,2/29/2020,4399,3991,49,883,120,127,80,263,60,73,67,1046,297,0,0,,,,,,,,,,,,,,,
Florida,2020,10,3/7/2020,4520,4105,45,925,148,131,91,286,42,65,76,1007,310,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,11,3/14/2020,4435,4003,49,926,125,127,85,273,65,80,66,980,331,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,12,3/21/2020,4362,3906,63,890,131,129,101,276,60,61,59,954,275,17,16,,,,,,,,,,,,,,,
Florida,2020,13,3/28/2020,4461,4039,60,934,149,128,88,249,76,43,74,959,303,92,91,,,,,,,,,,,,,,,
Florida,2020,14,4/4/2020,4497,4099,63,883,138,123,91,256,58,51,71,974,312,219,210,,,,,,,,,,,,,,,
Florida,2020,15,4/11/2020,4544,4130,49,913,149,132,72,235,50,64,74,942,282,304,288,,,,,,,,,,,,,,,
Florida,2020,16,4/18/2020,4416,4021,54,847,164,150,60,226,41,58,46,911,296,311,297,,,,,,,,,,,,,,,
Florida,2020,17,4/25/2020,4555,4132,49,865,148,158,60,255,36,55,66,931,315,326,294,,,,,,,,,,,,,,,
Florida,2020,18,5/2/2020,4352,3892,52,861,157,142,50,204,49,48,52,849,297,308,279,,,,,,,,,,,,,,,
Florida,2020,19,5/9/2020,4407,3948,57,861,139,119,61,216,52,68,44,931,259,290,257,,,,,,,,,,,,,,,
Florida,2020,20,5/16/2020,4279,3858,47,867,137,132,57,233,38,57,62,889,292,257,219,,,,,,,,,,,,,,,
Florida,2020,21,5/23/2020,4360,3893,45,867,152,132,53,216,41,57,50,947,265,236,200,,,,,,,,,,,,,,,
Florida,2020,22,5/30/2020,4211,3769,45,822,137,133,45,187,45,70,46,893,271,230,193,,,,,,,,,,,,,,,
Florida,2020,23,6/6/2020,4265,3830,43,883,117,142,49,211,45,68,58,899,286,222,171,,,,,,,,,,,,,,,
Florida,2020,24,6/13/2020,4256,3827,40,825,126,116,49,203,48,53,60,944,301,193,162,,,,,,,,,,,,,,,
Florida,2020,25,6/20/2020,4408,3958,37,864,152,131,48,219,43,59,56,915,312,221,192,,,,,,,,,,,,,,,
Florida,2020,26,6/27/2020,4503,4043,51,832,134,132,44,217,52,57,67,954,298,324,270,,,,,,,,,,,,,,,
Florida,2020,27,7/4/2020,4725,4276,49,879,163,146,62,203,50,63,59,997,273,466,410,,,,,,,,,,,,,,,
Florida,2020,28,7/11/2020,5084,4649,58,861,168,128,54,238,52,64,69,1048,297,784,702,,,,,,,,,,,,,,,
Florida,2020,29,7/18/2020,5509,5058,58,807,181,167,65,221,55,65,78,988,324,1183,1063,,,,,,,,,,,,,,,
Florida,2020,30,7/25/2020,5704,5270,46,888,170,164,63,217,47,52,66,1031,318,1414,1266,,,,,,,,,,,,,,,
Florida,2020,31,8/1/2020,5791,5357,40,890,151,183,62,228,38,58,68,1025,316,1514,1361,,,,,,,,,,,,,,,
Florida,2020,32,8/8/2020,5585,5141,40,904,139,151,44,208,48,65,78,963,294,1403,1256,,,,,,,,,,,,,,,
Florida,2020,33,8/15/2020,5511,5055,52,876,137,166,50,222,40,78,72,986,338,1185,1058,,,,,,,,,,,,,,,
Florida,2020,34,8/22/2020,5202,4806,43,876,174,150,65,228,50,55,70,962,303,956,859,,,,,,,,,,,,,,,
Florida,2020,35,8/29/2020,5013,4599,51,857,153,164,49,201,48,64,64,968,298,805,722,,,,,,,,,,,,,,,
Florida,2020,36,9/5/2020,4758,4296,56,833,140,143,46,208,52,67,53,957,295,656,579,,,,,,,,,,,,,,,
Florida,2020,37,9/12/2020,4513,4064,64,838,133,119,59,197,42,44,63,883,286,524,461,,,,,,,,,,,,,,,
Florida,2020,38,9/19/2020,4667,4209,48,904,143,138,52,194,50,57,64,979,266,433,382,,,,,,,,,,,,,,,
Florida,2020,39,9/26/2020,4444,4025,54,880,137,150,44,188,52,60,67,896,292,422,359,,,,,,,,,,,,,,,
Florida,2020,40,10/3/2020,4346,3965,55,883,132,122,43,201,41,73,92,888,244,318,287,,,,,,,,,,,,,,,
Florida,2020,41,10/10/2020,4525,4088,49,841,160,137,52,197,44,59,75,896,315,337,290,,,,,,,,,,,,,,,
Florida,2020,42,10/17/2020,4389,3991,46,907,137,131,57,203,49,64,59,880,262,331,297,,,,,,,,,,,,,,,
Florida,2020,43,10/24/2020,4335,3935,42,879,132,146,38,195,50,61,58,905,296,291,262,,,,,,,,,,,,,,,
Florida,2020,44,10/31/2020,4265,3890,44,852,137,112,55,188,40,55,71,870,281,308,265,,,,,,,,,,,,,,,
Florida,2020,45,11/7/2020,4305,3867,36,836,136,126,43,175,35,61,75,927,282,304,268,,,,,,,,,,,,,,,
Florida,2020,46,11/14/2020,4486,4091,47,851,153,136,53,218,44,59,56,925,296,401,367,,,,,,,,,,,,,,,
Florida,2020,47,11/21/2020,4562,4143,63,859,176,132,52,208,45,56,78,933,296,405,358,,,,,,,,,,,,,,,
Florida,2020,48,11/28/2020,4633,4219,66,861,137,142,52,208,58,51,81,916,281,497,445,,,,,,,,,,,,,,,
Florida,2020,49,12/5/2020,4911,4483,52,859,152,143,56,228,65,55,85,988,341,591,525,,,,,,,,,,,,,,,
Florida,2020,50,12/12/2020,5086,4676,38,898,162,149,59,249,48,76,77,1018,336,585,534,,,,,,,,,,,,,,,
Florida,2020,51,12/19/2020,4943,4602,65,891,145,146,50,230,48,49,90,963,345,656,593,,,,,,,,,,,,,,,
Florida,2020,52,12/26/2020,5137,4723,61,915,162,140,54,224,45,66,88,1002,304,782,714,,,,,,,,,,,,,,,
Florida,2020,53,1/2/2021,5708,5268,72,908,179,179,76,244,52,74,96,1136,359,944,855,,,,,,,,,,,,,,,
Florida,2021,1,1/9/2021,5494,5076,61,854,183,138,68,228,62,91,95,1041,313,1059,969,,,,,,,,,,,,,,,
Florida,2021,2,1/16/2021,5922,5528,60,908,189,147,76,251,58,72,136,1098,348,1229,1109,,,,,,,,,,,,,,,
Florida,2021,3,1/23/2021,5662,5234,51,877,176,153,40,241,48,74,105,1037,353,1214,1118,,,,,,,,,,,,,,,
Florida,2021,4,1/30/2021,5486,5091,64,887,176,126,80,219,62,72,134,1001,292,1060,948,,,,,,,,,,,,,,,
Florida,2021,5,2/6/2021,5569,5145,63,897,155,136,60,203,63,86,166,1121,316,1029,937,,,,,,,,,,,,,,,
Florida,2021,6,2/13/2021,5456,5044,66,937,148,158,59,213,60,80,145,1019,325,872,796,,,,,,,,,,,,,,,
Florida,2021,7,2/20/2021,5114,4737,44,901,163,148,54,204,59,63,177,969,330,723,640,,,,,,,,,,,,,,,
Florida,2021,8,2/27/2021,4882,4525,68,895,157,136,45,197,64,71,176,979,304,593,521,,,,,,,,,,,,,,,
Florida,2021,9,3/6/2021,4808,4458,53,889,156,118,60,210,50,72,221,962,282,515,456,,,,,,,,,,,,,,,
Florida,2021,10,3/13/2021,4631,4317,53,890,139,133,52,196,40,62,222,894,301,435,379,,,,,,,,,,,,,,,
Florida,2021,11,3/20/2021,4557,4241,56,859,140,112,48,214,58,67,262,906,310,389,344,,,,,,,,,,,,,,,
Florida,2021,12,3/27/2021,4679,4372,57,885,146,126,46,214,43,72,275,970,301,340,286,,,,,,,,,,,,,,,
Florida,2021,13,4/3/2021,4402,4148,42,894,154,136,46,189,43,51,309,896,255,340,304,,,,,,,,,,,,,,,
Florida,2021,14,4/10/2021,4395,4149,38,873,126,115,41,215,44,56,337,902,296,279,242,,,,,,,,,,,,,,,
Florida,2021,15,4/17/2021,3583,3442,44,761,103,111,33,178,40,36,293,690,189,261,223,,,,,,,,,,,,,,,
Florida,2021,16,4/24/2021,2897,2795,29,617,79,95,34,132,35,42,198,606,184,241,218,,,,,,,,,,,,,,,
Georgia,2020,1,1/4/2020,1802,1657,41,337,61,83,61,100,44,41,23,401,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,2,1/11/2020,1805,1663,39,343,44,109,44,118,51,41,20,399,74,0,0,,,,,,,,,,,,,,,
Georgia,2020,3,1/18/2020,1745,1610,38,318,54,95,39,106,40,46,27,389,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,4,1/25/2020,1829,1695,35,368,51,99,55,115,40,52,20,397,77,0,0,,,,,,,,,,,,,,,
Georgia,2020,5,2/1/2020,1796,1672,29,357,56,75,34,108,39,47,25,411,100,0,0,,,,,,,,,,,,,,,
Georgia,2020,6,2/8/2020,1781,1627,29,351,56,81,45,96,31,39,23,419,104,0,0,,,,,,,,,,,,,,,
Georgia,2020,7,2/15/2020,1759,1598,39,323,50,85,34,99,46,48,21,414,89,0,0,,,,,,,,,,,,,,,
Georgia,2020,8,2/22/2020,1746,1601,37,335,49,90,50,107,41,37,22,398,86,0,0,,,,,,,,,,,,,,,
Georgia,2020,9,2/29/2020,1858,1707,37,387,63,80,29,100,57,43,26,400,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,10,3/7/2020,1754,1594,43,325,43,82,37,80,35,37,27,432,97,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Georgia,2020,11,3/14/2020,1784,1632,29,326,52,88,39,103,45,27,43,393,90,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Georgia,2020,12,3/21/2020,1774,1626,35,377,47,69,40,100,41,47,15,369,90,41,39,,,,,,,,,,,,,,,
Georgia,2020,13,3/28/2020,1880,1734,39,375,54,81,40,98,57,46,26,368,114,98,94,,,,,,,,,,,,,,,
Georgia,2020,14,4/4/2020,2032,1864,40,361,52,108,43,111,49,37,22,358,94,220,211,,,,,,,,,,,,,,,
Georgia,2020,15,4/11/2020,2041,1882,45,329,62,109,44,106,44,37,23,416,84,216,204,,,,,,,,,,,,,,,
Georgia,2020,16,4/18/2020,2030,1896,33,309,61,101,36,86,36,65,24,417,109,267,249,,,,,,,,,,,,,,,
Georgia,2020,17,4/25/2020,2039,1878,35,335,59,131,28,93,42,28,29,374,101,260,236,,,,,,,,,,,,,,,
Georgia,2020,18,5/2/2020,1973,1838,38,324,43,102,26,101,42,37,22,394,82,274,254,,,,,,,,,,,,,,,
Georgia,2020,19,5/9/2020,1984,1817,37,331,59,105,34,90,53,38,35,394,74,207,183,,,,,,,,,,,,,,,
Georgia,2020,20,5/16/2020,1960,1806,35,366,61,107,23,98,40,37,21,387,87,197,172,,,,,,,,,,,,,,,
Georgia,2020,21,5/23/2020,1910,1732,30,345,43,106,20,84,45,39,25,398,94,154,142,,,,,,,,,,,,,,,
Georgia,2020,22,5/30/2020,1780,1626,31,302,52,93,19,101,48,40,23,358,91,144,123,,,,,,,,,,,,,,,
Georgia,2020,23,6/6/2020,1775,1605,31,342,37,89,24,77,46,38,22,368,72,118,101,,,,,,,,,,,,,,,
Georgia,2020,24,6/13/2020,1742,1577,22,331,37,74,32,82,33,41,26,369,78,119,105,,,,,,,,,,,,,,,
Georgia,2020,25,6/20/2020,1776,1614,44,332,53,81,27,84,45,49,35,377,73,94,78,,,,,,,,,,,,,,,
Georgia,2020,26,6/27/2020,1821,1653,37,347,45,84,23,89,52,46,20,363,80,129,116,,,,,,,,,,,,,,,
Georgia,2020,27,7/4/2020,1878,1721,31,320,64,95,11,74,34,52,25,425,86,149,127,,,,,,,,,,,,,,,
Georgia,2020,28,7/11/2020,1982,1804,39,329,56,88,19,90,50,38,22,443,73,223,199,,,,,,,,,,,,,,,
Georgia,2020,29,7/18/2020,2174,1977,30,381,61,101,25,81,37,35,33,419,89,295,264,,,,,,,,,,,,,,,
Georgia,2020,30,7/25/2020,2173,1992,33,342,44,95,33,78,45,34,25,414,104,375,346,,,,,,,,,,,,,,,
Georgia,2020,31,8/1/2020,2189,2015,30,340,54,96,27,102,38,32,36,405,94,417,385,,,,,,,,,,,,,,,
Georgia,2020,32,8/8/2020,2190,2014,38,322,60,93,32,87,39,43,20,373,86,471,424,,,,,,,,,,,,,,,
Georgia,2020,33,8/15/2020,2243,2080,37,352,60,99,27,90,48,42,32,436,76,426,405,,,,,,,,,,,,,,,
Georgia,2020,34,8/22/2020,2244,2073,27,353,62,79,23,94,45,43,24,429,110,412,379,,,,,,,,,,,,,,,
Georgia,2020,35,8/29/2020,2127,1965,36,348,54,88,30,73,44,45,35,396,89,341,321,,,,,,,,,,,,,,,
Georgia,2020,36,9/5/2020,2040,1853,37,342,61,94,29,95,36,32,25,352,84,260,244,,,,,,,,,,,,,,,
Georgia,2020,37,9/12/2020,2069,1875,39,335,55,80,28,90,30,47,29,404,97,259,240,,,,,,,,,,,,,,,
Georgia,2020,38,9/19/2020,1923,1788,29,348,51,76,22,79,43,34,29,380,102,225,199,,,,,,,,,,,,,,,
Georgia,2020,39,9/26/2020,1994,1825,27,368,59,97,27,78,47,30,20,412,99,217,197,,,,,,,,,,,,,,,
Georgia,2020,40,10/3/2020,1924,1776,37,314,45,84,27,79,40,45,32,439,99,166,148,,,,,,,,,,,,,,,
Georgia,2020,41,10/10/2020,1882,1736,50,351,66,95,17,69,52,35,21,400,74,165,148,,,,,,,,,,,,,,,
Georgia,2020,42,10/17/2020,1914,1737,44,308,51,102,33,86,40,48,25,414,88,151,139,,,,,,,,,,,,,,,
Georgia,2020,43,10/24/2020,1950,1798,31,351,51,100,22,101,46,42,23,410,98,173,158,,,,,,,,,,,,,,,
Georgia,2020,44,10/31/2020,1935,1779,42,316,47,73,28,78,47,40,15,415,98,201,187,,,,,,,,,,,,,,,
Georgia,2020,45,11/7/2020,2012,1844,41,335,62,75,22,105,56,38,26,404,100,215,201,,,,,,,,,,,,,,,
Georgia,2020,46,11/14/2020,2046,1865,41,357,71,94,22,68,49,46,31,405,82,232,218,,,,,,,,,,,,,,,
Georgia,2020,47,11/21/2020,1966,1801,48,339,53,84,17,87,37,29,27,424,90,219,205,,,,,,,,,,,,,,,
Georgia,2020,48,11/28/2020,2057,1895,34,355,50,101,21,85,45,62,23,422,81,249,223,,,,,,,,,,,,,,,
Georgia,2020,49,12/5/2020,2157,2012,37,352,64,96,25,97,50,39,25,458,101,289,259,,,,,,,,,,,,,,,
Georgia,2020,50,12/12/2020,2217,2080,49,399,49,90,27,98,59,42,35,414,106,335,300,,,,,,,,,,,,,,,
Georgia,2020,51,12/19/2020,2398,2239,44,388,69,114,31,96,45,34,25,481,106,380,341,,,,,,,,,,,,,,,
Georgia,2020,52,12/26/2020,2349,2194,34,333,58,99,38,78,62,42,26,439,108,490,458,,,,,,,,,,,,,,,
Georgia,2020,53,1/2/2021,2686,2515,40,338,53,117,42,106,64,43,34,487,129,677,626,,,,,,,,,,,,,,,
Georgia,2021,1,1/9/2021,2815,2681,35,369,76,120,24,92,58,44,30,487,93,820,774,,,,,,,,,,,,,,,
Georgia,2021,2,1/16/2021,3028,2882,41,362,76,127,39,107,42,63,33,505,112,966,901,,,,,,,,,,,,,,,
Georgia,2021,3,1/23/2021,2888,2767,49,338,68,100,33,103,51,51,31,512,121,910,852,,,,,,,,,,,,,,,
Georgia,2021,4,1/30/2021,2706,2559,46,345,79,93,35,91,73,54,35,418,100,862,791,,,,,,,,,,,,,,,
Georgia,2021,5,2/6/2021,2640,2488,41,329,47,102,26,98,63,52,37,470,125,705,655,,,,,,,,,,,,,,,
Georgia,2021,6,2/13/2021,2294,2163,37,361,48,86,33,87,52,35,51,427,116,468,436,,,,,,,,,,,,,,,
Georgia,2021,7,2/20/2021,2191,2051,30,359,50,92,42,88,33,52,32,414,88,399,357,,,,,,,,,,,,,,,
Georgia,2021,8,2/27/2021,2012,1887,39,326,58,78,31,73,48,49,26,405,92,306,270,,,,,,,,,,,,,,,
Georgia,2021,9,3/6/2021,1818,1699,24,334,57,70,17,83,40,35,33,354,88,244,218,,,,,,,,,,,,,,,
Georgia,2021,10,3/13/2021,1857,1717,42,333,53,69,25,76,41,35,40,379,99,173,142,,,,,,,,,,,,,,,
Georgia,2021,11,3/20/2021,1736,1619,37,316,54,85,27,86,31,25,28,374,86,157,130,,,,,,,,,,,,,,,
Georgia,2021,12,3/27/2021,1662,1556,36,318,48,71,25,88,35,34,25,372,85,109,94,,,,,,,,,,,,,,,
Georgia,2021,13,4/3/2021,1446,1369,19,294,41,68,19,86,32,33,32,299,70,114,105,,,,,,,,,,,,,,,
Georgia,2021,14,4/10/2021,1381,1338,16,288,46,76,25,71,23,32,29,292,99,88,76,,,,,,,,,,,,,,,
Georgia,2021,15,4/17/2021,1032,995,14,221,20,38,11,58,33,24,32,222,56,66,52,,,,,,,,,,,,,,,
Georgia,2021,16,4/24/2021,637,620,11,118,14,29,,46,18,15,,151,30,35,31,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Hawaii,2020,1,1/4/2020,241,221,,33,,,12,10,,,,67,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,2,1/11/2020,242,221,,40,,,,,,,,54,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,3,1/18/2020,215,200,,39,10,12,,,,,,44,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
